Fecha,Radiacion_Solar_Global_kWh_m2,Radiacion_Cielo_Despejado_kWh_m2,Radiacion_Directa_Normal_kWh_m2,Radiacion_Difusa_kWh_m2,Temperatura_Media_C,Temperatura_Maxima_C,Temperatura_Minima_C,Velocidad_Viento_m_s,Direccion_Viento_grados,Precipitacion_mm,Humedad_Relativa_pct,Nubosidad_pct
2023-08-16,7.553,7.5766,10.1249,1.0464,26.19,34.05,18.93,2.8,242.3,0.0,31.39,16.58
2023-08-17,7.5228,7.5403,10.3728,1.0006,26.39,34.62,19.63,3.04,239.7,0.0,27.91,6.95
2023-08-18,6.438,7.4947,5.4974,3.2986,24.7,33.23,18.51,3.73,250.7,0.0,27.07,48.25
2023-08-19,7.2372,7.2778,9.7649,1.0582,27.35,35.46,19.26,2.73,266.4,0.0,33.49,1.44
2023-08-20,7.273,7.2996,9.6384,1.127,29.08,37.65,20.7,2.05,292.0,0.0,27.79,0.98
2023-08-21,7.0764,7.1213,9.0254,1.2674,29.9,38.99,19.44,2.05,136.1,0.0,30.61,2.69
2023-08-22,7.027,7.0721,8.8159,1.3006,29.75,39.29,20.29,2.74,140.2,0.12,26.11,2.75
2023-08-23,7.0831,7.1004,9.4219,1.0709,29.54,38.75,21.03,3.52,136.3,0.0,25.86,1.14
2023-08-24,7.033,7.0714,9.1555,1.1834,28.91,38.21,18.83,3.32,204.2,0.0,24.08,2.81
2023-08-25,6.4102,6.7735,5.8658,2.3388,28.9,37.35,20.05,4.43,274.4,0.0,21.4,31.39
2023-08-26,3.9586,6.6658,2.4108,2.4228,25.31,31.64,18.84,5.68,257.3,0.02,26.87,72.37
2023-08-27,6.283,7.1011,6.5326,2.3544,18.36,24.03,13.07,7.98,355.4,0.0,46.01,37.53
2023-08-28,6.9785,7.0454,9.4735,1.0997,19.7,28.18,11.06,4.09,340.5,0.0,47.53,3.97
2023-08-29,6.3828,6.9948,7.2072,1.9966,20.74,28.38,13.15,4.16,358.4,0.0,47.12,33.19
2023-08-30,6.4349,6.9466,7.807,1.8276,21.19,28.61,14.33,3.35,11.9,0.0,38.53,31.11
2023-08-31,6.7778,6.8882,9.1738,1.2302,23.03,31.28,13.51,2.67,203.0,0.0,33.81,10.31
2023-09-01,5.8963,6.6442,4.7902,2.7691,24.31,31.64,17.24,3.21,222.0,0.0,27.63,61.04
2023-09-02,2.1216,6.3586,0.2314,1.722,21.06,26.38,16.41,3.6,94.8,12.16,52.61,93.93
2023-09-03,1.1827,5.6114,0.0372,0.9811,19.73,24.93,15.54,6.2,99.8,32.71,78.01,99.71
2023-09-04,2.6654,5.8697,0.8208,1.914,20.39,25.06,17.33,4.1,164.3,27.45,79.51,74.12
2023-09-05,5.7653,6.462,5.4931,2.3635,20.42,26.51,14.93,2.11,183.0,0.02,65.19,46.16
2023-09-06,5.1154,6.1051,3.9233,2.5541,21.84,27.18,15.92,2.29,142.4,2.74,64.2,67.95
2023-09-07,4.8242,5.8058,2.873,2.8373,22.44,28.14,16.78,2.49,155.8,0.0,66.53,82.73
2023-09-08,5.8291,6.0905,6.1205,1.9495,22.97,29.23,16.65,2.65,148.7,0.54,62.65,44.44
2023-09-09,4.3992,6.0374,2.7298,2.5332,21.43,26.7,17.13,2.6,195.0,3.37,68.66,78.47
2023-09-10,5.5838,6.0842,5.8106,2.1022,22.01,27.92,15.64,2.35,170.1,3.72,66.5,45.12
2023-09-11,5.3986,6.097,5.4458,2.1374,20.15,24.62,16.04,2.65,224.0,4.69,67.22,59.83
2023-09-12,4.9339,5.9921,4.4026,2.3002,19.86,25.57,15.01,1.91,344.4,0.75,60.44,56.49
2023-09-13,5.8099,6.0626,7.6438,1.2809,20.15,27.3,13.49,2.68,56.7,0.65,61.85,7.75
2023-09-14,4.4791,5.7958,3.0974,2.5543,21.06,26.62,15.07,2.78,120.0,0.68,66.69,67.13
2023-09-15,4.6378,5.5567,2.9064,2.6602,18.69,21.13,16.21,2.7,167.9,21.12,80.67,85.86
2023-09-16,3.257,5.6964,0.4668,2.6683,17.66,22.04,13.36,3.09,190.3,5.02,79.32,86.13
2023-09-17,2.4178,5.8536,0.7543,1.7921,16.25,20.73,12.08,4.78,202.9,7.8,78.01,82.42
2023-09-18,3.3408,5.868,0.6557,2.7012,14.83,18.66,10.37,2.42,246.8,0.21,80.21,68.63
2023-09-19,5.0616,5.706,5.8481,1.8314,17.14,23.64,10.1,2.07,36.4,0.04,66.75,22.19
2023-09-20,5.4581,5.7331,7.212,1.3574,16.99,24.05,11.82,3.55,249.4,0.0,58.87,21.5
2023-09-21,1.9824,5.5891,0.2006,1.6195,14.41,19.26,10.32,5.19,245.3,1.64,79.47,94.85
2023-09-22,5.5366,5.9602,8.057,1.2506,13.26,20.37,7.16,3.61,324.8,0.0,67.33,32.11
2023-09-23,5.8334,5.8438,9.5856,0.677,15.4,22.32,7.34,1.73,14.5,0.0,54.62,3.26
2023-09-24,5.7254,5.7492,9.2299,0.7642,17.33,25.35,8.98,2.32,98.0,0.0,53.11,2.11
2023-09-25,5.0232,5.5349,7.0298,1.1762,19.3,27.62,10.98,2.05,65.4,0.0,47.49,0.24
2023-09-26,5.459,5.5426,8.4698,1.0082,19.02,27.39,10.43,1.84,90.2,0.0,56.22,6.59
2023-09-27,4.9354,5.3974,5.8022,2.0551,19.79,27.6,12.41,2.33,186.9,0.0,59.63,39.72
2023-09-28,5.3566,5.3714,8.4818,0.8011,20.87,28.06,14.03,1.83,240.0,0.0,50.93,2.99
2023-09-29,5.3942,5.3988,8.7329,0.762,21.29,29.95,13.0,2.07,35.4,0.0,47.22,1.15
2023-09-30,5.2946,5.2985,8.5985,0.762,21.64,30.07,12.82,1.89,109.6,0.0,54.2,0.52
2023-10-01,5.2812,5.292,8.5735,0.7846,22.42,30.46,14.06,1.76,122.5,0.0,43.9,1.44
2023-10-02,4.9918,5.2591,6.6794,1.5792,20.95,29.41,11.82,2.14,160.1,0.0,45.94,19.31
2023-10-03,4.9346,5.1031,6.6972,1.453,21.42,30.1,13.23,1.86,144.4,0.0,46.28,14.12
2023-10-04,4.9601,4.9949,7.6289,0.9391,20.65,28.18,13.82,2.24,124.5,0.0,60.77,7.01
2023-10-05,4.9397,4.9817,7.6272,0.943,22.12,29.98,13.97,1.66,108.0,0.0,47.66,2.88
2023-10-06,5.0126,5.0182,8.0971,0.8496,21.73,30.53,13.21,2.09,100.4,0.0,41.54,0.63
2023-10-07,4.8943,4.9327,7.7491,0.9149,21.18,29.39,13.79,2.09,106.5,0.0,42.65,10.46
2023-10-08,4.5787,4.8425,5.9662,1.6481,21.49,29.77,13.84,1.82,37.6,0.0,42.31,47.1
2023-10-09,4.4702,4.7575,5.5716,1.6555,20.4,28.77,13.09,1.55,48.7,0.0,49.18,55.28
2023-10-10,4.7587,4.7652,7.7878,0.8328,19.58,27.71,11.83,1.7,56.5,0.01,48.23,3.43
2023-10-11,4.7153,4.728,7.6812,0.8551,19.72,26.85,12.87,1.59,216.5,0.0,41.44,5.54
2023-10-12,4.5799,4.6006,7.211,0.9358,19.99,27.07,12.89,1.52,184.1,0.0,39.97,15.77
2023-10-13,3.4356,4.4268,2.3827,2.2366,18.8,24.24,13.73,2.49,229.2,0.59,47.27,78.22
2023-10-14,2.8882,4.1633,1.998,1.8173,17.05,21.94,12.18,1.67,244.0,1.94,65.54,73.1
2023-10-15,3.0946,4.2029,1.7532,2.1391,16.62,21.91,12.66,1.82,214.9,2.14,69.99,82.08
2023-10-16,2.6422,4.4405,0.9276,2.1151,15.36,18.94,11.76,2.61,213.0,0.69,80.51,91.05
2023-10-17,2.4211,4.2106,2.1895,1.3634,17.7,24.58,12.31,6.97,190.4,1.3,67.97,88.68
2023-10-18,3.0782,4.2818,3.2573,1.6126,16.88,21.32,14.12,7.92,228.3,3.46,77.8,77.39
2023-10-19,0.5309,4.2094,0.1368,0.4337,14.55,18.95,9.95,7.24,224.4,73.62,91.79,98.76
2023-10-20,2.6837,4.375,1.7906,1.842,11.34,16.46,7.02,6.96,264.8,0.95,76.92,75.24
2023-10-21,3.5575,4.3639,3.9622,1.9404,9.89,15.03,5.42,2.6,256.9,0.05,75.73,75.58
2023-10-22,2.4581,4.1083,0.7987,1.8814,11.31,16.83,6.76,4.64,116.4,28.81,76.53,97.11
2023-10-23,2.2754,4.0447,1.7244,1.5461,11.09,15.16,6.46,3.78,231.7,4.77,87.55,86.79
2023-10-24,2.7384,3.9991,2.0402,1.7767,9.81,13.97,6.06,5.23,231.9,2.62,87.84,74.92
2023-10-25,2.3618,3.8616,1.2055,1.7918,13.83,19.17,10.13,5.5,242.8,0.75,87.7,87.54
2023-10-26,1.7316,3.8779,0.1512,1.459,13.96,18.15,9.59,6.84,239.3,5.22,90.17,96.96
2023-10-27,2.4067,3.8539,1.9656,1.579,11.22,15.8,8.3,4.86,243.3,0.35,86.92,84.33
2023-10-28,2.112,3.834,2.3525,1.2408,12.66,16.66,9.99,6.78,223.8,1.02,86.09,82.96
2023-10-29,1.5182,3.6566,0.2033,1.2845,12.95,16.59,11.09,6.95,207.7,7.33,89.37,99.63
2023-10-30,3.0384,3.8273,3.9264,1.3375,11.05,14.86,6.0,5.09,249.8,5.0,82.22,60.8
2023-10-31,2.1554,3.8736,0.2784,1.8382,7.92,11.88,5.35,1.6,207.2,0.0,87.19,81.41
2023-11-01,1.2019,3.5609,0.8443,0.912,10.94,15.81,4.28,6.85,228.0,1.78,91.7,92.88
2023-11-02,2.5651,3.6749,3.2549,1.2974,11.53,15.27,4.97,10.78,253.7,9.6,79.93,69.72
2023-11-03,2.1187,3.6043,1.0538,1.5886,8.51,13.03,4.83,6.98,260.0,1.04,83.9,87.41
2023-11-04,1.2619,3.5282,1.9272,0.678,10.73,15.07,7.81,9.82,236.7,2.04,87.43,70.77
2023-11-05,2.7494,3.6166,3.9698,1.2377,8.74,13.61,4.98,5.39,252.0,0.18,82.44,59.22
2023-11-06,2.8793,3.5986,4.8144,1.0795,6.03,11.61,2.24,3.39,296.0,0.11,81.34,33.75
2023-11-07,2.057,3.4685,2.76,1.2223,4.61,9.95,0.77,3.18,269.0,0.28,89.51,50.97
2023-11-08,2.5106,3.3746,2.1862,1.6003,6.61,11.98,3.03,2.67,223.5,0.82,89.48,91.81
2023-11-09,3.0982,3.4402,5.0947,1.2511,9.58,14.6,6.17,3.6,262.5,0.87,81.9,69.72
2023-11-10,2.227,3.2748,3.3331,0.9919,9.43,14.73,4.71,4.1,267.7,1.82,86.84,83.47
2023-11-11,1.8358,3.1721,0.9286,1.4261,12.5,17.94,9.85,4.88,253.4,0.72,91.11,91.87
2023-11-12,2.9611,3.2606,5.0114,1.0786,12.9,19.16,9.33,3.5,264.1,0.01,86.79,62.66
2023-11-13,2.0306,3.2126,3.3583,0.991,12.37,18.16,9.0,2.37,242.1,0.26,89.94,46.97
2023-11-14,2.2886,3.1918,3.5746,1.0625,11.22,17.7,7.62,1.69,279.1,0.0,87.34,46.47
2023-11-15,2.2411,3.0326,3.0799,1.2293,11.1,16.84,7.71,1.64,319.6,0.0,91.68,52.62
2023-11-16,1.8938,3.0401,2.4341,1.0872,12.09,18.51,8.47,1.83,292.9,0.03,90.24,76.35
2023-11-17,2.3566,3.0554,3.7903,1.1518,12.31,18.17,8.39,1.52,336.1,0.03,84.34,56.37
2023-11-18,2.9304,3.0547,6.0713,0.8722,11.21,17.36,7.07,1.44,53.5,0.0,81.29,21.59
2023-11-19,3.0127,3.0142,6.8798,0.5033,11.33,17.45,6.78,1.61,58.0,0.01,72.85,0.58
2023-11-20,2.8483,2.9266,5.9095,0.6586,10.72,18.15,6.34,2.61,354.8,0.16,73.97,13.21
2023-11-21,2.5994,3.0907,6.1426,0.5534,6.89,12.25,2.84,5.51,357.8,1.95,82.92,22.34
2023-11-22,2.5834,2.9861,5.448,0.7598,7.64,13.49,3.59,6.5,13.9,0.02,77.56,17.36
2023-11-23,3.0653,3.0912,7.7527,0.3941,5.77,13.92,0.7,4.16,23.9,0.0,71.15,2.99
2023-11-24,2.9714,2.9801,7.026,0.4762,6.58,16.14,0.42,3.53,1.7,0.0,78.18,2.1
2023-11-25,2.885,2.927,6.641,0.5424,8.13,17.13,2.05,2.73,20.2,0.0,75.71,10.08
2023-11-26,2.5982,2.8262,4.6075,1.2799,7.24,13.94,2.45,2.14,332.7,0.0,78.12,80.23
2023-11-27,2.0995,2.7487,3.8335,0.8246,7.26,14.25,2.5,2.47,297.5,0.04,83.2,72.48
2023-11-28,1.1035,2.669,1.4374,0.738,8.46,13.37,5.58,2.31,263.0,0.83,94.7,96.81
2023-11-29,1.6106,2.6561,3.2899,0.6197,10.28,14.53,7.65,4.74,226.5,0.96,94.36,81.81
2023-11-30,0.4632,2.5613,0.0463,0.3962,12.32,15.44,10.47,7.29,217.8,19.66,95.86,99.83
2023-12-01,2.3885,2.7415,4.4594,0.8402,6.05,11.86,2.38,4.03,296.5,23.05,85.69,54.54
2023-12-02,2.4173,2.7739,5.6021,0.5798,3.82,9.41,0.67,2.79,319.9,0.0,85.45,19.15
2023-12-03,2.2618,2.7194,3.5297,1.1254,2.84,7.92,-1.11,2.44,205.6,0.07,86.59,60.76
2023-12-04,1.6517,2.6167,2.8966,0.7778,4.92,10.59,1.71,3.73,251.0,1.77,90.73,67.17
2023-12-05,2.0386,2.765,1.1244,1.5854,2.82,6.63,-0.39,2.91,37.0,0.05,86.81,81.68
2023-12-06,1.9058,2.6897,1.5552,1.4052,3.82,8.83,-0.91,1.5,70.7,0.0,80.58,72.99
2023-12-07,0.7685,2.5068,0.4356,0.6134,4.79,7.99,1.02,2.67,211.9,14.99,95.83,98.53
2023-12-08,1.8005,2.6467,2.2987,1.1405,5.41,10.05,2.8,3.54,293.7,1.37,87.78,77.93
2023-12-09,1.278,2.3645,2.1317,0.8633,6.24,11.12,1.91,2.71,245.5,0.23,97.11,97.58
2023-12-10,1.045,2.4905,1.909,0.6979,8.68,12.5,6.79,1.71,245.6,0.3,97.33,89.62
2023-12-11,1.5739,2.5133,2.6549,0.9394,7.3,10.78,5.4,1.15,208.1,0.49,94.26,91.87
2023-12-12,1.0572,2.3465,0.4589,0.8873,8.64,12.94,4.84,3.32,236.3,2.63,94.58,99.65
2023-12-13,2.0443,2.5824,3.9062,0.8222,6.26,10.14,1.33,4.29,304.4,0.97,88.54,58.63
2023-12-14,2.479,2.5975,6.3043,0.4632,4.04,10.48,0.36,4.23,350.2,0.0,85.64,9.17
2023-12-15,2.5918,2.603,6.6946,0.4142,5.35,12.63,1.45,4.42,23.9,0.0,87.45,1.66
2023-12-16,2.6707,2.6825,7.2898,0.3482,4.24,12.16,-0.9,3.45,34.0,0.0,78.51,1.44
2023-12-17,2.6282,2.6746,6.948,0.4044,3.27,9.8,-1.44,1.54,54.0,0.01,78.2,7.77
2023-12-18,2.6198,2.6338,6.9708,0.4034,3.62,11.67,-0.46,2.17,28.1,0.0,66.51,3.58
2023-12-19,2.6722,2.6861,7.3368,0.3458,3.47,11.81,-1.43,2.61,352.9,0.0,62.22,17.42
2023-12-20,2.4269,2.6078,5.7552,0.5678,4.07,9.69,-1.07,5.97,359.3,0.26,81.62,26.76
2023-12-21,2.509,2.5241,6.6833,0.3797,5.12,11.5,1.45,4.75,355.3,0.0,91.69,5.19
2023-12-22,2.6153,2.6237,7.0171,0.3576,5.35,13.07,1.46,4.81,6.4,0.0,87.73,2.53
2023-12-23,2.6297,2.6426,7.1789,0.3394,3.77,12.53,-1.48,3.67,20.0,0.0,88.11,2.48
2023-12-24,2.6354,2.6556,7.0486,0.3602,3.93,11.06,-0.58,1.92,14.2,0.0,80.62,3.81
2023-12-25,2.6669,2.6846,7.1885,0.353,3.63,10.31,-0.17,1.67,355.2,0.0,66.21,4.36
2023-12-26,2.287,2.6705,5.599,0.5482,3.35,9.46,-1.65,1.39,28.8,0.0,60.99,32.9
2023-12-27,2.5718,2.713,6.6775,0.5191,2.74,8.94,-0.95,1.53,52.7,0.01,68.17,25.55
2023-12-28,2.1276,2.586,2.9321,1.2264,4.09,8.68,1.21,0.87,106.4,0.01,69.92,83.82
2023-12-29,0.8702,2.4696,0.119,0.7442,5.65,11.29,1.42,1.46,341.7,0.02,79.39,98.2
2023-12-30,2.3688,2.4758,5.0335,0.6914,4.17,10.33,1.51,2.42,259.1,0.0,93.4,37.51
2023-12-31,1.5396,2.5174,1.5022,1.0834,4.86,10.19,1.7,3.15,264.9,0.17,91.85,98.25
2024-01-01,2.4106,2.5894,5.136,0.7303,3.85,8.99,1.27,2.09,272.2,0.0,81.78,69.68
2024-01-02,0.7543,2.431,0.0106,0.6545,3.66,8.08,-1.68,3.55,217.7,1.15,98.11,99.35
2024-01-03,0.6725,2.4658,0.5122,0.5206,8.74,12.23,5.48,3.61,246.6,4.34,98.08,99.21
2024-01-04,0.9077,2.4864,0.427,0.7306,5.84,9.0,3.5,1.59,260.6,6.78,97.52,86.8
2024-01-05,1.6783,2.603,2.5205,0.9118,2.88,6.92,-0.47,4.54,310.8,2.1,89.04,75.67
2024-01-06,2.3515,2.675,5.5562,0.5525,1.85,7.37,-1.5,4.28,321.8,0.47,88.67,28.42
2024-01-07,2.5942,2.7576,5.9861,0.6108,0.72,7.37,-2.65,3.68,341.5,0.02,87.62,32.15
2024-01-08,2.4439,2.7746,5.4852,0.5614,1.53,7.87,-3.53,1.96,336.2,0.01,78.01,43.27
2024-01-09,1.241,2.6671,1.109,0.8806,2.9,6.83,-0.17,1.16,184.5,0.71,81.0,82.84
2024-01-10,0.7433,2.6275,0.2782,0.6029,2.92,5.3,0.98,2.09,260.2,2.79,94.31,87.58
2024-01-11,2.3899,2.7816,5.3534,0.5873,0.85,6.7,-2.99,3.01,34.9,0.2,84.45,36.01
2024-01-12,2.6376,2.815,5.611,0.7524,0.23,6.29,-3.9,2.69,80.2,0.0,86.35,26.03
2024-01-13,1.3181,2.6486,0.1358,1.1234,3.43,8.65,-1.9,1.15,90.0,0.34,83.74,93.69
2024-01-14,0.871,2.5481,0.0002,0.7543,6.27,11.14,2.75,2.25,237.9,2.05,88.03,99.8
2024-01-15,0.9835,2.6827,0.2184,0.8146,9.24,13.1,6.55,3.75,245.5,7.57,97.67,96.92
2024-01-16,1.2763,2.3983,0.0098,1.0997,10.44,13.89,8.04,5.7,216.8,2.34,93.74,99.57
2024-01-17,0.8882,2.8291,0.347,0.721,9.52,11.98,7.23,8.89,226.8,10.36,90.36,85.35
2024-01-18,1.8648,2.8644,2.9717,0.8844,9.35,13.14,7.38,5.29,241.9,1.57,91.64,81.21
2024-01-19,1.9342,2.8817,1.2936,1.4213,4.1,7.49,-0.27,5.73,35.2,28.18,92.16,87.46
2024-01-20,2.5824,3.0917,5.4055,0.732,2.36,8.21,-2.75,3.27,31.2,0.07,81.55,29.59
2024-01-21,3.0036,3.1262,6.6276,0.6986,3.86,9.16,-2.07,1.63,275.1,0.0,84.86,36.29
2024-01-22,2.0585,2.8764,2.3868,1.362,4.76,10.92,0.83,1.54,297.0,0.01,91.96,66.53
2024-01-23,2.8214,3.0005,5.203,0.9418,8.68,15.08,4.41,1.86,9.5,0.03,92.13,34.52
2024-01-24,3.1128,3.1169,7.0699,0.4894,10.09,17.32,4.1,1.41,43.5,0.0,83.45,2.33
2024-01-25,3.0242,3.1517,6.2158,1.0339,10.94,17.84,5.23,1.37,50.7,0.0,68.96,48.05
2024-01-26,2.7758,3.15,4.5473,1.3783,10.36,18.24,4.21,2.61,43.1,0.0,65.13,88.98
2024-01-27,2.6148,3.0646,3.1774,1.8158,9.46,16.15,4.99,2.38,92.7,0.0,75.43,96.97
2024-01-28,2.904,3.1565,4.5091,1.3776,7.81,14.72,2.06,1.92,108.2,0.0,81.25,70.57
2024-01-29,2.6434,3.1488,2.341,1.933,7.4,12.12,3.73,2.11,103.4,0.0,83.33,93.74
2024-01-30,2.9743,3.193,5.0028,0.9852,6.57,13.02,2.46,1.64,62.7,0.0,86.51,34.94
2024-01-31,2.6364,3.3079,3.8618,1.2194,6.61,13.71,1.95,2.34,38.3,0.0,82.97,36.8
2024-02-01,3.2201,3.3216,5.653,0.9638,7.76,16.08,2.29,3.94,23.1,0.0,77.28,19.88
2024-02-02,3.2213,3.3552,5.7811,0.9372,7.36,14.83,3.18,4.05,41.9,0.0,83.96,31.41
2024-02-03,3.4752,3.4759,7.0058,0.6547,7.12,14.23,1.31,2.15,82.4,0.0,77.4,0.34
2024-02-04,3.5042,3.5354,6.8501,0.7142,8.57,16.62,2.17,1.79,29.4,0.0,60.78,2.01
2024-02-05,2.7739,3.5182,1.9997,2.077,8.61,14.9,3.9,1.84,10.2,0.0,58.97,64.02
2024-02-06,2.7079,3.3283,1.2972,2.13,7.28,13.69,3.42,2.42,318.4,0.0,75.16,74.28
2024-02-07,1.5852,3.4534,0.5933,1.2994,5.38,10.35,2.21,2.58,249.9,0.07,94.91,69.84
2024-02-08,1.3354,3.6502,0.089,1.1338,7.43,11.5,5.37,6.41,207.2,2.84,85.8,99.8
2024-02-09,0.9271,3.7303,0.4483,0.7171,8.73,11.25,5.57,6.64,218.5,16.18,93.38,95.95
2024-02-10,2.4394,3.9192,3.4169,1.236,5.19,9.08,0.73,6.17,283.3,2.35,82.63,61.44
2024-02-11,2.0998,3.7464,0.7896,1.6462,3.4,8.3,-0.08,3.63,237.1,0.71,90.34,77.48
2024-02-12,3.5186,3.961,6.0682,1.0831,8.79,15.11,3.68,4.7,276.0,0.43,87.48,53.47
2024-02-13,1.9745,3.8088,1.6694,1.2955,9.7,15.18,5.92,2.23,236.6,0.24,93.29,76.78
2024-02-14,2.6808,3.7303,1.1945,1.9738,10.29,15.32,6.37,2.38,112.3,0.0,92.94,87.04
2024-02-15,1.7006,3.6127,0.199,1.4234,8.39,12.11,5.27,2.84,157.1,3.55,92.24,97.95
2024-02-16,3.3835,4.0769,4.5485,1.4813,7.61,13.99,3.13,3.93,341.9,0.17,83.25,48.7
2024-02-17,4.321,4.3562,8.7384,0.5222,6.7,15.6,1.06,3.46,14.9,0.0,76.68,9.26
2024-02-18,3.6446,4.1885,4.0306,2.3683,8.49,16.78,1.22,2.79,6.0,0.0,70.38,51.85
2024-02-19,4.2154,4.2895,7.559,0.8683,9.71,17.06,4.7,3.89,24.3,0.0,77.12,12.91
2024-02-20,4.5074,4.5917,8.8126,0.7884,8.33,18.98,1.05,3.07,9.5,0.0,64.28,28.54
2024-02-21,2.7326,4.3502,0.9785,2.1098,8.04,14.6,4.51,2.03,269.0,0.0,66.41,83.14
2024-02-22,2.2447,4.2334,0.7294,1.8101,8.23,13.26,3.15,5.91,251.9,2.05,89.22,95.35
2024-02-23,3.0245,4.5482,3.2554,1.7306,3.96,8.23,0.45,5.96,269.9,1.99,82.93,63.85
2024-02-24,3.0482,4.5581,3.0955,1.6838,3.85,8.18,1.0,5.25,284.6,0.15,81.15,81.25
2024-02-25,2.1797,4.3793,0.1459,1.8442,8.22,13.38,3.43,7.82,242.0,1.69,90.54,98.97
2024-02-26,3.1478,4.6356,2.819,1.6925,5.76,8.73,2.7,6.9,309.7,1.36,80.85,86.76
2024-02-27,3.6571,4.5926,3.8674,1.7306,4.65,10.23,1.42,9.09,350.6,0.01,70.54,72.38
2024-02-28,4.4292,4.7856,7.2278,1.0291,5.52,13.23,0.45,6.23,1.3,0.0,78.66,11.32
2024-02-29,4.1441,4.8156,6.4903,0.9955,5.25,13.01,0.36,4.71,313.1,0.08,82.24,21.08
2024-03-01,4.2509,4.8187,6.0806,1.2905,4.45,12.34,-2.86,4.13,277.1,0.09,81.28,34.21
2024-03-02,1.2192,4.9121,0.0845,1.0289,4.79,6.95,2.05,7.14,239.2,10.22,93.79,92.21
2024-03-03,3.5926,5.045,4.1057,1.609,2.66,7.42,-2.5,4.97,289.1,0.46,82.69,57.29
2024-03-04,2.3998,5.0254,1.4066,1.8115,5.33,12.5,0.52,4.49,257.9,0.69,90.39,66.48
2024-03-05,4.7042,5.2135,7.1993,1.3565,5.92,11.89,0.49,1.74,298.8,0.01,72.31,18.7
2024-03-06,4.9618,5.2548,6.7793,1.5334,6.08,12.42,-0.38,2.11,137.3,0.0,70.47,42.86
2024-03-07,2.2608,5.0671,0.9775,1.6798,5.67,12.69,0.26,5.29,182.1,4.85,84.57,88.13
2024-03-08,2.9851,5.2586,1.6901,1.9606,5.05,8.91,2.46,8.4,209.8,8.44,85.51,94.72
2024-03-09,2.0662,5.3779,0.5875,1.6555,4.86,7.11,2.92,6.79,221.1,7.69,89.95,94.09
2024-03-10,3.1978,5.3028,2.3179,1.9896,6.72,11.23,3.73,6.62,260.6,2.59,84.11,84.58
2024-03-11,4.086,5.429,3.287,2.2565,6.22,13.24,0.78,3.98,303.1,0.06,79.48,62.63
2024-03-12,5.5966,5.6304,9.5335,0.6694,8.24,15.35,0.81,1.8,24.8,0.0,71.37,18.23
2024-03-13,5.291,5.5834,7.3886,1.7933,9.71,16.68,1.69,2.13,131.7,0.0,66.67,51.52
2024-03-14,4.0471,5.3237,4.4273,1.6675,10.16,15.8,5.64,3.04,241.0,0.01,78.39,29.11
2024-03-15,3.9134,5.496,2.2202,2.628,9.67,16.17,4.63,2.11,272.9,0.15,86.67,53.22
2024-03-16,4.3394,5.4554,3.0756,2.4703,11.51,18.02,5.23,2.12,200.4,0.0,80.22,67.68
2024-03-17,4.1892,5.4842,2.3417,3.2035,14.05,19.6,9.24,1.33,212.1,0.0,70.39,92.67
2024-03-18,4.301,5.3189,2.0554,3.1178,13.4,18.54,7.92,1.6,92.3,0.0,74.59,81.46
2024-03-19,4.9766,5.3009,3.8738,2.4324,14.57,20.7,7.85,2.16,180.0,0.0,68.17,62.65
2024-03-20,4.243,5.1382,2.0748,2.5968,13.11,20.68,8.41,3.36,146.3,0.02,79.22,76.4
2024-03-21,4.548,5.1502,2.6112,2.6364,13.93,20.59,9.32,3.75,89.7,0.21,75.42,82.98
2024-03-22,4.9567,5.3515,3.4272,2.5159,16.03,23.89,8.55,2.57,82.5,0.0,60.07,55.99
2024-03-23,4.8595,5.4492,3.005,2.9323,14.64,22.47,9.11,3.59,66.7,0.0,72.73,59.81
2024-03-24,4.5948,5.4749,2.471,2.814,12.87,20.67,5.93,3.8,72.9,0.0,74.12,60.71
2024-03-25,1.741,5.4154,0.1872,1.4359,10.71,14.89,7.2,3.92,206.9,9.58,88.36,99.28
2024-03-26,4.4693,6.3938,3.1474,2.6263,5.33,8.34,2.97,5.33,259.8,3.9,76.11,89.18
2024-03-27,3.3696,6.2489,0.8323,2.496,7.77,13.36,1.61,9.17,240.5,5.48,86.29,91.44
2024-03-28,3.3562,6.1822,1.6471,2.275,10.01,14.34,5.69,9.32,219.6,3.79,84.5,93.57
2024-03-29,1.9937,6.427,0.9259,1.4894,6.98,9.97,1.91,4.61,225.4,17.22,88.7,85.84
2024-03-30,3.377,6.5131,0.7488,2.567,5.82,9.8,2.18,5.05,187.5,7.21,89.84,98.88
2024-03-31,2.8358,6.5952,1.3342,1.9306,4.99,8.7,2.3,5.48,219.2,10.12,88.63,81.52
2024-04-01,4.7232,6.6199,3.3737,2.5824,5.95,10.69,2.26,5.32,239.6,1.11,83.69,68.99
2024-04-02,2.8726,6.4831,0.4625,2.3282,7.44,13.16,1.91,3.87,211.5,0.07,81.45,90.13
2024-04-03,5.1317,6.6103,3.973,2.7998,10.74,16.68,6.42,3.42,242.0,0.03,82.6,73.27
2024-04-04,5.8867,6.599,5.023,2.556,12.22,19.11,6.61,2.67,201.8,0.0,78.54,68.97
2024-04-05,5.3398,6.6732,2.5771,3.7745,13.5,21.36,6.09,3.8,169.2,0.03,72.92,94.66
2024-04-06,3.679,5.9395,0.1886,3.0408,14.38,21.94,6.62,3.33,174.3,0.0,72.67,99.0
